slide_id,process,status,seg_level,sthresh,mthresh,close,use_otsu,keep_ids,exclude_ids,a_t,a_h,max_n_holes,vis_level,line_thickness,use_padding,contour_fn
SR386_40X_HE_T366_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T368_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T372_01.czi,1,processed,6,135,9,4,False,none,none,3,5,12,6,200,True,four_pt
SR386_40X_HE_T373_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T374_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T375_01.czi,1,processed,6,133,7,4,False,none,none,100,4,24,6,250,True,four_pt
SR386_40X_HE_T377_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T378_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T379_01.czi,1,processed,6,135,9,4,False,none,none,100,5,12,6,200,True,four_pt
SR386_40X_HE_T380_01.czi,1,processed,6,138,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T381_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T382_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T384_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T386_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T387_01.czi,1,processed,6,135,9,4,True,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T389_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T391_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T392_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T393_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T394_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T395_01.czi,1,processed,6,130,9,4,False,none,none,10,5,12,6,200,True,four_pt
SR386_40X_HE_T396_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T397_01.czi,1,processed,6,142,9,4,False,none,none,10,5,40,6,200,True,four_pt
SR386_40X_HE_T398_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T399_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T401_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T402_01.czi,1,processed,6,130,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T403_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T404_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T405_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T406_01.czi,1,processed,6,135,5,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T407_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T408_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T409_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T410_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T413_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T414_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T415_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T416_01.czi,1,processed,6,133,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T417_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T418_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T419_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T421_01.czi,1,processed,6,130,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T422_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T423_01.czi,1,processed,6,133,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T424_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T425_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T426_01.czi,1,processed,6,133,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T428_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T429_01.czi,1,processed,6,136,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T430_01.czi,1,processed,6,137,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T431_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T433_01.czi,1,processed,6,135,9,4,False,none,none,20,5,12,6,200,True,four_pt
SR386_40X_HE_T435_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T436_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T437_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T438_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T439_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T440_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T441_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T443_01.czi,1,processed,6,139,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T445_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T447_01.czi,1,processed,6,135,9,4,False,none,none,1,5,50,6,200,True,four_pt
SR386_40X_HE_T448_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T449_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T450_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T451_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T452_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T453_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T454_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T455_01.czi,1,processed,6,135,5,4,False,none,none,2,2,24,6,250,True,four_pt
SR386_40X_HE_T456_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T459_01.czi,1,processed,6,133,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T460_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T461_01.czi,1,processed,6,131,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T462_01.czi,1,processed,6,140,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T465_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T468_01.czi,1,processed,6,135,9,4,False,none,none,15,5,50,6,200,True,four_pt
SR386_40X_HE_T469_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T470_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T471_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T472_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T473_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T474_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T475_01.czi,1,processed,6,135,5,4,False,none,none,50,4,24,6,250,True,four_pt
SR386_40X_HE_T476_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T477_01.czi,1,processed,6,120,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T478_01.czi,1,processed,6,132,9,4,False,none,none,10,5,12,6,200,True,four_pt
SR386_40X_HE_T479_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T480_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T481_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T482_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T483_01.czi,1,processed,6,129,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T484_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T486_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T487_01.czi,1,processed,6,115,11,4,False,none,none,1,1,1000,6,200,True,four_pt
SR386_40X_HE_T488_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T489_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T490_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T491_01.czi,1,processed,6,141,9,4,False,none,none,10,15,24,6,200,True,four_pt
SR386_40X_HE_T492_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T493_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T494_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T495_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T496_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T498_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T499_01.czi,1,processed,6,130,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T500_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T502_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T504_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T505_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T506_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T507_01.czi,1,processed,6,133,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T509_01.czi,1,processed,6,137,9,4,False,none,none,25,5,25,6,200,True,four_pt
SR386_40X_HE_T510_01.czi,1,processed,6,145,9,4,False,none,none,30,45,100,6,200,True,four_pt
SR386_40X_HE_T511_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T514_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T516_01.czi,1,processed,6,135,9,4,False,none,none,40,5,24,6,200,True,four_pt
SR386_40X_HE_T517_01.czi,1,processed,6,135,9,4,False,none,none,25,5,25,6,200,True,four_pt
SR386_40X_HE_T518_01.czi,1,processed,6,130,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T519_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T520_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T521_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T522_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T523_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T524_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T526_01.czi,1,processed,6,132,13,4,False,none,none,200,8,24,6,250,True,four_pt
SR386_40X_HE_T528_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T529_01.czi,1,processed,6,134,5,4,False,none,none,20,1,50,6,200,True,four_pt
SR386_40X_HE_T531_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T532_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T533_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T534_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T535_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T536_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T537_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T539_01.czi,1,processed,6,134,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T541_01.czi,1,processed,6,135,9,4,False,none,none,10,25,24,6,200,True,four_pt
SR386_40X_HE_T542_01.czi,1,processed,6,144,9,4,False,none,none,10,5,50,6,200,True,four_pt
SR386_40X_HE_T543_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T544_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T548_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T549_01.czi,1,processed,6,138,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T550_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T551_01.czi,1,processed,6,132,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T552_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T553_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T554_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T556_01.czi,1,processed,6,136,7,4,False,none,none,50,4,24,6,250,True,four_pt
SR386_40X_HE_T557_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T558_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T560_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T563_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T564_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T565_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T567_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T568_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T569_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T570_01.czi,1,processed,6,135,5,4,False,none,none,20,4,24,6,250,True,four_pt
SR386_40X_HE_T571_01.czi,1,processed,6,145,9,4,False,none,none,10,5,0,6,200,True,four_pt
SR386_40X_HE_T572_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T573_01.czi,1,processed,6,133,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T574_01.czi,1,processed,6,139,9,4,False,none,none,10,25,24,6,200,True,four_pt
SR386_40X_HE_T575_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T576_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
SR386_40X_HE_T578_01.czi,1,processed,6,135,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T058_01.czi,1,processed,6,140,7,4,False,none,none,100,8,24,6,250,True,four_pt
SR386_40X_HE_T580_01.czi,1,processed,6,136,9,4,False,none,none,100,5,24,6,200,True,four_pt
SR386_40X_HE_T581_01.czi,1,processed,6,135,13,4,False,none,none,50,8,24,6,250,True,four_pt
SR386_40X_HE_T582_01.czi,1,processed,6,135,9,4,False,none,none,1,5,12,6,200,True,four_pt
SR386_40X_HE_T583_01.czi,1,processed,6,135,9,4,False,none,none,10,5,24,6,200,True,four_pt
